Perturbation	Synergies	Non-synergies
[CSKi]-[TRAF6i]	0	424
[CSKi]-[SMAD7i]	0	448
[CSKi]-[SMURF1i]	0	429
[CSKi]-[SMURF2i]	0	450
[CSKi]-[SMAD2i]	0	397
[CSKi]-[TGFBR2i]	0	450
[CSKi]-[TGFBR1i]	0	450
[CSKi]-[DVL_fi]	0	450
[CSKi]-[DAAM1i]	0	450
[CSKi]-[PARD6Ai]	0	450
[CSKi]-[AP1_ci]	0	436
[CSKi]-[MYCi]	0	392
[CSKi]-[JUNi]	0	450
[CSKi]-[ATF2i]	0	450
[CSKi]-[FOSi]	0	450
[CSKi]-[SRFi]	0	450
[CSKi]-[PTENi]	0	450
[CSKi]-[CFL_fi]	0	450
[CSKi]-[LIMK1i]	0	450
[CSKi]-[LIMK2i]	0	450
[CSKi]-[CDC42i]	0	450
[CSKi]-[ARHGAP24i]	0	450
[CSKi]-[RAC_fi]	0	316
[CSKi]-[TIAM1i]	0	450
[CSKi]-[RHOAi]	0	450
[CSKi]-[RND3i]	0	450
[CSKi]-[CASP3i]	0	450
[CSKi]-[JNK_fi]	0	250
[CSKi]-[MAP2K7i]	0	450
[CSKi]-[MAPK8IP3i]	0	450
[CSKi]-[ROCK1i]	0	450
[CSKi]-[Prosurvivali]	0	450
[CSKi]-[Antisurvivali]	0	450
[PRKACAi]-[PRKCAi]	0	450
[PRKACAi]-[VAV1i]	0	450
[PRKACAi]-[RSK_fi]	0	450
[PRKACAi]-[SKP2i]	0	349
[PRKACAi]-[TGFB1i]	0	450
[PRKACAi]-[LIFi]	0	450
[PRKACAi]-[ILR_fi]	1	422
[PRKACAi]-[CREBBPi]	0	422
[PRKACAi]-[DUSP1_gi]	0	450
[PRKACAi]-[EP300i]	0	450
[PRKACAi]-[SMAD7_gi]	0	450
[PRKACAi]-[SMAD6_gi]	0	446
[PRKACAi]-[CCND1i]	0	427
[PRKACAi]-[DKK_gi]	0	405
[PRKACAi]-[NLKi]	0	450
[PRKACAi]-[TCF7_fi]	0	387
[PRKACAi]-[LEF1i]	0	450
[PRKACAi]-[EGR1i]	0	450
[PRKACAi]-[MMP_fi]	0	373
[PRKACAi]-[BTRCi]	0	450
[PRKACAi]-[CTNNB1i]	0	395
[PRKACAi]-[SFRP1_gi]	0	450
[PRKACAi]-[SFRP1i]	0	450
[PRKACAi]-[CFLARi]	0	382
[PRKACAi]-[MSK_fi]	0	450
[PRKACAi]-[RTPK_gi]	0	450
[PRKACAi]-[FZD_fi]	0	450
[PRKACAi]-[DKK_fi]	0	405
[PRKACAi]-[LRP_fi]	0	444
[PRKACAi]-[PIK3CAi]	0	450
[PRKACAi]-[MAP3K8i]	0	396
[PRKACAi]-[BAXi]	0	450
[PRKACAi]-[CYCSi]	0	450
[PRKACAi]-[S6K_fi]	0	450
[PRKACAi]-[MDM2_gi]	0	450
[PRKACAi]-[mTORC2_ci]	0	450
[PRKACAi]-[BADi]	0	450
[PRKACAi]-[RHEBi]	0	450
[PRKACAi]-[BCL2i]	0	427
[PRKACAi]-[AKT1S1i]	0	450
[PRKACAi]-[TSC_fi]	0	450
[PRKACAi]-[FOXO_fi]	0	450
[PRKACAi]-[PTEN_gi]	0	450
[PRKACAi]-[CASP8i]	0	450
[PRKACAi]-[IRS1i]	0	450
[PRKACAi]-[CHUKi]	0	349
[PRKACAi]-[GAB_fi]	0	415
[PRKACAi]-[PTPN11i]	0	390
[PRKACAi]-[GRAP2i]	0	450
[PRKACAi]-[MAP3K11i]	0	450
[PRKACAi]-[MAP3K4i]	0	450
[PRKACAi]-[MAP2K4i]	0	348
[PRKACAi]-[DUSP1i]	0	428
[PRKACAi]-[MAP3K5i]	0	450
[PRKACAi]-[MAP2K3i]	0	450
[PRKACAi]-[DUSP6i]	0	352
[PRKACAi]-[RAF_fi]	0	300
[PRKACAi]-[KRASi]	0	311
[PRKACAi]-[RTPK_fi]	0	419
[PRKACAi]-[SOS1i]	0	426
[PRKACAi]-[GRB2i]	0	415
[PRKACAi]-[PLCG1i]	1	449
[PRKACAi]-[PTPN6i]	0	450
[PRKACAi]-[SYKi]	1	449
[PRKACAi]-[CASP9i]	0	450
[PRKACAi]-[PDPK1i]	0	448
[PRKACAi]-[ILKi]	0	450
[PRKACAi]-[PAK1i]	0	450
[PRKACAi]-[MEK_fi]	0	258
[PRKACAi]-[SOCS1_gi]	0	443
[PRKACAi]-[mTORC1_ci]	0	309
[PRKACAi]-[PRKCDi]	0	437
[PRKACAi]-[PLK1i]	0	428
[PRKACAi]-[MAPKAPK2i]	0	448
[PRKACAi]-[IRAK1i]	0	435
[PRKACAi]-[ISGF3_ci]	0	450
[PRKACAi]-[SOCS1i]	0	443
[PRKACAi]-[STAT3i]	0	450
[PRKACAi]-[STAT1i]	0	443
[PRKACAi]-[STAT2i]	0	450
[PRKACAi]-[JAK_fi]	0	450
[PRKACAi]-[AXIN1i]	0	405
[PRKACAi]-[MDM2i]	0	402
[PRKACAi]-[CK1_fi]	0	450
[PRKACAi]-[ITCHi]	0	250
[PRKACAi]-[TP53i]	0	450
[PRKACAi]-[NFKB_fi]	0	450
[PRKACAi]-[IKBKBi]	0	396
[PRKACAi]-[REL_fi]	0	450
[PRKACAi]-[PIAS1i]	0	448
[PRKACAi]-[AKT_fi]	0	373
[PRKACAi]-[MAPK14i]	0	434
[PRKACAi]-[CBPp300_ci]	0	410
[PRKACAi]-[SKIi]	0	450
[PRKACAi]-[PPM1Ai]	0	450
[PRKACAi]-[ERK_fi]	0	261
[PRKACAi]-[GSK3_fi]	0	450
[PRKACAi]-[PPP1CAi]	0	450
[PRKACAi]-[TAB_fi]	0	396
[PRKACAi]-[MAP3K7i]	0	396
[PRKACAi]-[SMAD4i]	0	450
[PRKACAi]-[SMAD1i]	0	450
[PRKACAi]-[SMAD5i]	0	450
[PRKACAi]-[BMPR2i]	0	450
[PRKACAi]-[ACVR1i]	0	450
[PRKACAi]-[SRCi]	0	450
[PRKACAi]-[SMAD3i]	0	450
[PRKACAi]-[SHC1i]	0	415
[PRKACAi]-[SMAD6i]	0	446
[PRKACAi]-[TRAF6i]	0	424
[PRKACAi]-[SMAD7i]	0	448
[PRKACAi]-[SMURF1i]	0	429
[PRKACAi]-[SMURF2i]	0	450
[PRKACAi]-[SMAD2i]	0	397
[PRKACAi]-[TGFBR2i]	0	450
[PRKACAi]-[TGFBR1i]	0	450
[PRKACAi]-[DVL_fi]	0	450
[PRKACAi]-[DAAM1i]	0	450
[PRKACAi]-[PARD6Ai]	0	450
[PRKACAi]-[AP1_ci]	0	436
[PRKACAi]-[MYCi]	0	392
[PRKACAi]-[JUNi]	0	450
[PRKACAi]-[ATF2i]	0	450
[PRKACAi]-[FOSi]	0	450
[PRKACAi]-[SRFi]	0	450
[PRKACAi]-[PTENi]	0	450
[PRKACAi]-[CFL_fi]	0	450
[PRKACAi]-[LIMK1i]	0	450
[PRKACAi]-[LIMK2i]	0	450
[PRKACAi]-[CDC42i]	0	450
[PRKACAi]-[ARHGAP24i]	0	450
[PRKACAi]-[RAC_fi]	0	316
[PRKACAi]-[TIAM1i]	0	450
[PRKACAi]-[RHOAi]	0	450
[PRKACAi]-[RND3i]	0	450
[PRKACAi]-[CASP3i]	0	450
[PRKACAi]-[JNK_fi]	0	250
[PRKACAi]-[MAP2K7i]	0	450
[PRKACAi]-[MAPK8IP3i]	0	450
[PRKACAi]-[ROCK1i]	0	450
[PRKACAi]-[Prosurvivali]	0	450
[PRKACAi]-[Antisurvivali]	0	450
[PRKCAi]-[VAV1i]	0	450
[PRKCAi]-[RSK_fi]	1	449
[PRKCAi]-[SKP2i]	0	349
[PRKCAi]-[TGFB1i]	0	450
[PRKCAi]-[LIFi]	0	450
[PRKCAi]-[ILR_fi]	0	423
[PRKCAi]-[CREBBPi]	0	422
[PRKCAi]-[DUSP1_gi]	0	450
[PRKCAi]-[EP300i]	0	450
[PRKCAi]-[SMAD7_gi]	0	450
[PRKCAi]-[SMAD6_gi]	0	446
[PRKCAi]-[CCND1i]	1	426
[PRKCAi]-[DKK_gi]	0	405
[PRKCAi]-[NLKi]	0	450
[PRKCAi]-[TCF7_fi]	0	387
[PRKCAi]-[LEF1i]	0	450
[PRKCAi]-[EGR1i]	0	450
[PRKCAi]-[MMP_fi]	0	371
[PRKCAi]-[BTRCi]	0	450
[PRKCAi]-[CTNNB1i]	0	395
[PRKCAi]-[SFRP1_gi]	0	450
[PRKCAi]-[SFRP1i]	0	450
[PRKCAi]-[CFLARi]	1	381
[PRKCAi]-[MSK_fi]	0	450
[PRKCAi]-[RTPK_gi]	4	446
[PRKCAi]-[FZD_fi]	0	450
[PRKCAi]-[DKK_fi]	0	405
[PRKCAi]-[LRP_fi]	6	438
[PRKCAi]-[PIK3CAi]	0	450
[PRKCAi]-[MAP3K8i]	0	396
[PRKCAi]-[BAXi]	0	450
[PRKCAi]-[CYCSi]	0	450
[PRKCAi]-[S6K_fi]	0	450
[PRKCAi]-[MDM2_gi]	1	449
[PRKCAi]-[mTORC2_ci]	0	450
[PRKCAi]-[BADi]	0	450
[PRKCAi]-[RHEBi]	0	450
[PRKCAi]-[BCL2i]	0	427
[PRKCAi]-[AKT1S1i]	0	450
[PRKCAi]-[TSC_fi]	0	450
[PRKCAi]-[FOXO_fi]	4	446
[PRKCAi]-[PTEN_gi]	0	450
[PRKCAi]-[CASP8i]	0	450
[PRKCAi]-[IRS1i]	0	450
[PRKCAi]-[CHUKi]	0	349
[PRKCAi]-[GAB_fi]	0	415
[PRKCAi]-[PTPN11i]	0	390
[PRKCAi]-[GRAP2i]	0	450
[PRKCAi]-[MAP3K11i]	0	450
[PRKCAi]-[MAP3K4i]	0	450
[PRKCAi]-[MAP2K4i]	0	348
[PRKCAi]-[DUSP1i]	0	428
[PRKCAi]-[MAP3K5i]	0	450
[PRKCAi]-[MAP2K3i]	0	450
[PRKCAi]-[DUSP6i]	0	352
[PRKCAi]-[RAF_fi]	0	300
[PRKCAi]-[KRASi]	0	311
[PRKCAi]-[RTPK_fi]	2	414
[PRKCAi]-[SOS1i]	0	426
[PRKCAi]-[GRB2i]	0	415
[PRKCAi]-[PLCG1i]	0	450
[PRKCAi]-[PTPN6i]	0	450
[PRKCAi]-[SYKi]	0	450
[PRKCAi]-[CASP9i]	0	450
[PRKCAi]-[PDPK1i]	0	448
[PRKCAi]-[ILKi]	2	448
[PRKCAi]-[PAK1i]	2	448
[PRKCAi]-[MEK_fi]	0	258
[PRKCAi]-[SOCS1_gi]	0	443
[PRKCAi]-[mTORC1_ci]	0	309
[PRKCAi]-[PRKCDi]	0	437
[PRKCAi]-[PLK1i]	0	428
[PRKCAi]-[MAPKAPK2i]	3	445
[PRKCAi]-[IRAK1i]	9	426
[PRKCAi]-[ISGF3_ci]	0	450
[PRKCAi]-[SOCS1i]	0	443
[PRKCAi]-[STAT3i]	0	450
[PRKCAi]-[STAT1i]	0	443
[PRKCAi]-[STAT2i]	0	450
[PRKCAi]-[JAK_fi]	0	450
[PRKCAi]-[AXIN1i]	0	405
[PRKCAi]-[MDM2i]	1	403
[PRKCAi]-[CK1_fi]	0	450
[PRKCAi]-[ITCHi]	0	250
[PRKCAi]-[TP53i]	0	450
[PRKCAi]-[NFKB_fi]	0	450
[PRKCAi]-[IKBKBi]	0	396
[PRKCAi]-[REL_fi]	0	450
[PRKCAi]-[PIAS1i]	3	445
[PRKCAi]-[AKT_fi]	9	352
[PRKCAi]-[MAPK14i]	4	430
[PRKCAi]-[CBPp300_ci]	0	410
[PRKCAi]-[SKIi]	0	450
[PRKCAi]-[PPM1Ai]	0	450
[PRKCAi]-[ERK_fi]	0	261
[PRKCAi]-[GSK3_fi]	0	450
[PRKCAi]-[PPP1CAi]	0	450
[PRKCAi]-[TAB_fi]	0	396
[PRKCAi]-[MAP3K7i]	0	396
[PRKCAi]-[SMAD4i]	0	450
[PRKCAi]-[SMAD1i]	0	450
[PRKCAi]-[SMAD5i]	0	450
[PRKCAi]-[BMPR2i]	0	450
[PRKCAi]-[ACVR1i]	0	450
[PRKCAi]-[SRCi]	0	450
[PRKCAi]-[SMAD3i]	0	450
[PRKCAi]-[SHC1i]	0	415
[PRKCAi]-[SMAD6i]	0	446
[PRKCAi]-[TRAF6i]	12	412
[PRKCAi]-[SMAD7i]	0	448
[PRKCAi]-[SMURF1i]	0	429
[PRKCAi]-[SMURF2i]	0	450
[PRKCAi]-[SMAD2i]	0	397
[PRKCAi]-[TGFBR2i]	0	450
[PRKCAi]-[TGFBR1i]	0	450
[PRKCAi]-[DVL_fi]	0	450
[PRKCAi]-[DAAM1i]	0	450
[PRKCAi]-[PARD6Ai]	0	450
[PRKCAi]-[AP1_ci]	0	436
[PRKCAi]-[MYCi]	1	391
[PRKCAi]-[JUNi]	0	450
[PRKCAi]-[ATF2i]	0	450
[PRKCAi]-[FOSi]	0	450
[PRKCAi]-[SRFi]	0	450
[PRKCAi]-[PTENi]	0	450
[PRKCAi]-[CFL_fi]	0	450
[PRKCAi]-[LIMK1i]	0	450
[PRKCAi]-[LIMK2i]	0	450
[PRKCAi]-[CDC42i]	0	450
[PRKCAi]-[ARHGAP24i]	0	450
[PRKCAi]-[RAC_fi]	0	316
[PRKCAi]-[TIAM1i]	0	450
[PRKCAi]-[RHOAi]	0	450
[PRKCAi]-[RND3i]	0	450
[PRKCAi]-[CASP3i]	0	450
[PRKCAi]-[JNK_fi]	0	250
[PRKCAi]-[MAP2K7i]	0	450
[PRKCAi]-[MAPK8IP3i]	0	450
[PRKCAi]-[ROCK1i]	0	450
[PRKCAi]-[Prosurvivali]	0	450
[PRKCAi]-[Antisurvivali]	0	450
[VAV1i]-[RSK_fi]	5	445
[VAV1i]-[SKP2i]	0	349
[VAV1i]-[TGFB1i]	0	450
[VAV1i]-[LIFi]	0	450
[VAV1i]-[ILR_fi]	0	423
[VAV1i]-[CREBBPi]	0	422
[VAV1i]-[DUSP1_gi]	0	450
[VAV1i]-[EP300i]	0	450
[VAV1i]-[SMAD7_gi]	0	450
[VAV1i]-[SMAD6_gi]	0	446
[VAV1i]-[CCND1i]	5	422
[VAV1i]-[DKK_gi]	0	405
[VAV1i]-[NLKi]	5	445
[VAV1i]-[TCF7_fi]	0	387
[VAV1i]-[LEF1i]	0	450
[VAV1i]-[EGR1i]	0	450
[VAV1i]-[MMP_fi]	0	367
[VAV1i]-[BTRCi]	0	450
[VAV1i]-[CTNNB1i]	0	395
[VAV1i]-[SFRP1_gi]	0	450
[VAV1i]-[SFRP1i]	0	450
[VAV1i]-[CFLARi]	0	370
[VAV1i]-[MSK_fi]	0	450
[VAV1i]-[RTPK_gi]	0	450
[VAV1i]-[FZD_fi]	0	445
[VAV1i]-[DKK_fi]	0	405
[VAV1i]-[LRP_fi]	0	444
[VAV1i]-[PIK3CAi]	6	444
[VAV1i]-[MAP3K8i]	0	396
[VAV1i]-[BAXi]	0	450
[VAV1i]-[CYCSi]	0	450
[VAV1i]-[S6K_fi]	0	450
[VAV1i]-[MDM2_gi]	0	450
[VAV1i]-[mTORC2_ci]	0	450
[VAV1i]-[BADi]	0	450
[VAV1i]-[RHEBi]	0	450
[VAV1i]-[BCL2i]	0	417
[VAV1i]-[AKT1S1i]	0	450
[VAV1i]-[TSC_fi]	0	450
[VAV1i]-[FOXO_fi]	0	450
[VAV1i]-[PTEN_gi]	0	450
[VAV1i]-[CASP8i]	0	450
[VAV1i]-[IRS1i]	0	450
[VAV1i]-[CHUKi]	2	347
[VAV1i]-[GAB_fi]	0	415
[VAV1i]-[PTPN11i]	0	390
[VAV1i]-[GRAP2i]	0	450
[VAV1i]-[MAP3K11i]	0	450
[VAV1i]-[MAP3K4i]	0	450
[VAV1i]-[MAP2K4i]	0	348
[VAV1i]-[DUSP1i]	0	428
[VAV1i]-[MAP3K5i]	0	450
[VAV1i]-[MAP2K3i]	0	450
[VAV1i]-[DUSP6i]	0	352
[VAV1i]-[RAF_fi]	0	300
[VAV1i]-[KRASi]	0	311
[VAV1i]-[RTPK_fi]	0	413
[VAV1i]-[SOS1i]	0	426
[VAV1i]-[GRB2i]	0	415
[VAV1i]-[PLCG1i]	0	450
[VAV1i]-[PTPN6i]	0	450
[VAV1i]-[SYKi]	0	450
[VAV1i]-[CASP9i]	0	450
[VAV1i]-[PDPK1i]	6	442
[VAV1i]-[ILKi]	0	450
[VAV1i]-[PAK1i]	0	450
[VAV1i]-[MEK_fi]	0	258
[VAV1i]-[SOCS1_gi]	0	443
[VAV1i]-[mTORC1_ci]	0	309
[VAV1i]-[PRKCDi]	0	437
[VAV1i]-[PLK1i]	0	428
[VAV1i]-[MAPKAPK2i]	0	448
[VAV1i]-[IRAK1i]	0	435
[VAV1i]-[ISGF3_ci]	0	450
[VAV1i]-[SOCS1i]	0	443
[VAV1i]-[STAT3i]	0	450
[VAV1i]-[STAT1i]	0	443
[VAV1i]-[STAT2i]	0	450
[VAV1i]-[JAK_fi]	0	450
[VAV1i]-[AXIN1i]	0	405
[VAV1i]-[MDM2i]	0	394
[VAV1i]-[CK1_fi]	0	450
[VAV1i]-[ITCHi]	0	250
[VAV1i]-[TP53i]	0	450
[VAV1i]-[NFKB_fi]	0	450
[VAV1i]-[IKBKBi]	0	396
[VAV1i]-[REL_fi]	0	450
[VAV1i]-[PIAS1i]	0	448
[VAV1i]-[AKT_fi]	0	373
[VAV1i]-[MAPK14i]	0	434
[VAV1i]-[CBPp300_ci]	2	408
[VAV1i]-[SKIi]	0	450
[VAV1i]-[PPM1Ai]	0	450
[VAV1i]-[ERK_fi]	0	261
[VAV1i]-[GSK3_fi]	0	450
[VAV1i]-[PPP1CAi]	0	450
[VAV1i]-[TAB_fi]	0	396
[VAV1i]-[MAP3K7i]	0	396
[VAV1i]-[SMAD4i]	0	450
[VAV1i]-[SMAD1i]	0	450
[VAV1i]-[SMAD5i]	0	450
[VAV1i]-[BMPR2i]	0	450
[VAV1i]-[ACVR1i]	0	450
[VAV1i]-[SRCi]	0	450
[VAV1i]-[SMAD3i]	0	450
[VAV1i]-[SHC1i]	0	415
[VAV1i]-[SMAD6i]	0	446
[VAV1i]-[TRAF6i]	0	424
[VAV1i]-[SMAD7i]	0	448
[VAV1i]-[SMURF1i]	0	429
[VAV1i]-[SMURF2i]	0	450
[VAV1i]-[SMAD2i]	0	397
[VAV1i]-[TGFBR2i]	0	450
[VAV1i]-[TGFBR1i]	0	450
[VAV1i]-[DVL_fi]	2	443
[VAV1i]-[DAAM1i]	0	450
[VAV1i]-[PARD6Ai]	0	450
[VAV1i]-[AP1_ci]	0	436
[VAV1i]-[MYCi]	3	384
[VAV1i]-[JUNi]	0	450
[VAV1i]-[ATF2i]	0	450
[VAV1i]-[FOSi]	0	450
[VAV1i]-[SRFi]	0	450
[VAV1i]-[PTENi]	0	450
[VAV1i]-[CFL_fi]	0	450
[VAV1i]-[LIMK1i]	0	450
[VAV1i]-[LIMK2i]	0	450
[VAV1i]-[CDC42i]	0	450
[VAV1i]-[ARHGAP24i]	0	450
[VAV1i]-[RAC_fi]	0	316
[VAV1i]-[TIAM1i]	0	444
[VAV1i]-[RHOAi]	0	450
[VAV1i]-[RND3i]	0	450
[VAV1i]-[CASP3i]	0	450
[VAV1i]-[JNK_fi]	0	250
[VAV1i]-[MAP2K7i]	0	450
[VAV1i]-[MAPK8IP3i]	0	450
[VAV1i]-[ROCK1i]	0	450
[VAV1i]-[Prosurvivali]	0	450
[VAV1i]-[Antisurvivali]	0	450
[RSK_fi]-[SKP2i]	0	349
[RSK_fi]-[TGFB1i]	0	450
[RSK_fi]-[LIFi]	0	450
[RSK_fi]-[ILR_fi]	11	412
[RSK_fi]-[CREBBPi]	2	420
[RSK_fi]-[DUSP1_gi]	0	450
[RSK_fi]-[EP300i]	0	450
[RSK_fi]-[SMAD7_gi]	0	450
[RSK_fi]-[SMAD6_gi]	0	446
[RSK_fi]-[CCND1i]	427	0
[RSK_fi]-[DKK_gi]	0	405
[RSK_fi]-[NLKi]	0	450
[RSK_fi]-[TCF7_fi]	3	384
[RSK_fi]-[LEF1i]	96	354
[RSK_fi]-[EGR1i]	0	450
[RSK_fi]-[MMP_fi]	174	199
[RSK_fi]-[BTRCi]	0	450
[RSK_fi]-[CTNNB1i]	85	310
[RSK_fi]-[SFRP1_gi]	0	450
[RSK_fi]-[SFRP1i]	0	450
[RSK_fi]-[CFLARi]	365	17
[RSK_fi]-[MSK_fi]	0	450
[RSK_fi]-[RTPK_gi]	0	450
[RSK_fi]-[FZD_fi]	0	450
[RSK_fi]-[DKK_fi]	0	405
[RSK_fi]-[LRP_fi]	51	393
[RSK_fi]-[PIK3CAi]	10	440
[RSK_fi]-[MAP3K8i]	0	396
[RSK_fi]-[BAXi]	0	450
[RSK_fi]-[CYCSi]	0	450
[RSK_fi]-[S6K_fi]	0	450
[RSK_fi]-[MDM2_gi]	0	450
[RSK_fi]-[mTORC2_ci]	0	450
[RSK_fi]-[BADi]	0	450
[RSK_fi]-[RHEBi]	0	388
[RSK_fi]-[BCL2i]	158	269
[RSK_fi]-[AKT1S1i]	0	450
[RSK_fi]-[TSC_fi]	0	450
[RSK_fi]-[FOXO_fi]	0	450
[RSK_fi]-[PTEN_gi]	0	450
[RSK_fi]-[CASP8i]	0	450
[RSK_fi]-[IRS1i]	0	450
[RSK_fi]-[CHUKi]	42	307
[RSK_fi]-[GAB_fi]	1	414
[RSK_fi]-[PTPN11i]	0	390
[RSK_fi]-[GRAP2i]	0	450
[RSK_fi]-[MAP3K11i]	0	450
[RSK_fi]-[MAP3K4i]	0	450
[RSK_fi]-[MAP2K4i]	0	348
[RSK_fi]-[DUSP1i]	58	370
[RSK_fi]-[MAP3K5i]	0	450
[RSK_fi]-[MAP2K3i]	0	450
[RSK_fi]-[DUSP6i]	1	351
[RSK_fi]-[RAF_fi]	0	300
[RSK_fi]-[KRASi]	0	311
[RSK_fi]-[RTPK_fi]	211	206
[RSK_fi]-[SOS1i]	0	426
[RSK_fi]-[GRB2i]	1	414
[RSK_fi]-[PLCG1i]	0	450
[RSK_fi]-[PTPN6i]	0	450
[RSK_fi]-[SYKi]	5	445
[RSK_fi]-[CASP9i]	0	450
[RSK_fi]-[PDPK1i]	8	440
[RSK_fi]-[ILKi]	7	443
[RSK_fi]-[PAK1i]	7	443
[RSK_fi]-[MEK_fi]	0	258
[RSK_fi]-[SOCS1_gi]	0	443
[RSK_fi]-[mTORC1_ci]	0	309
[RSK_fi]-[PRKCDi]	0	437
[RSK_fi]-[PLK1i]	0	428
[RSK_fi]-[MAPKAPK2i]	0	448
[RSK_fi]-[IRAK1i]	0	435
[RSK_fi]-[ISGF3_ci]	0	450
[RSK_fi]-[SOCS1i]	0	443
[RSK_fi]-[STAT3i]	2	448
[RSK_fi]-[STAT1i]	0	443
[RSK_fi]-[STAT2i]	0	450
[RSK_fi]-[JAK_fi]	0	450
[RSK_fi]-[AXIN1i]	0	405
[RSK_fi]-[MDM2i]	124	280
[RSK_fi]-[CK1_fi]	0	450
[RSK_fi]-[ITCHi]	0	250
[RSK_fi]-[TP53i]	0	450
[RSK_fi]-[NFKB_fi]	0	450
[RSK_fi]-[IKBKBi]	0	396
[RSK_fi]-[REL_fi]	0	450
[RSK_fi]-[PIAS1i]	0	448
[RSK_fi]-[AKT_fi]	266	52
[RSK_fi]-[MAPK14i]	16	418
[RSK_fi]-[CBPp300_ci]	3	407
