Perturbation	Synergies	Non-synergies
[CASP8i]-[MEK_fi]	0	53
[CASP8i]-[RAF_fi]	0	136
[CASP8i]-[MAP3K8i]	0	111
[CASP8i]-[RTPK_fi]	0	134
[CASP8i]-[PTENi]	0	150
[CASP8i]-[PTEN_gi]	0	150
[CASP8i]-[GSK3_fi]	0	150
[CASP8i]-[SHC1i]	0	111
[CASP8i]-[GRB2i]	0	111
[CASP8i]-[DUSP6i]	0	126
[CASP8i]-[SOS1i]	0	139
[CASP8i]-[PTPN11i]	0	149
[CASP8i]-[GAB_fi]	0	144
[CASP8i]-[KRASi]	0	131
[CASP8i]-[RHEBi]	0	150
[CASP8i]-[IKBKBi]	0	111
[CASP8i]-[mTORC1_ci]	0	123
[CASP8i]-[AKT1S1i]	0	150
[CASP8i]-[PIK3CAi]	0	117
[CASP8i]-[IRS1i]	0	150
[CASP8i]-[TP53i]	0	150
[CASP8i]-[EGR1i]	0	150
[CASP8i]-[LRP_fi]	0	126
[CASP8i]-[MDM2i]	0	143
[CASP8i]-[MDM2_gi]	0	150
[CASP8i]-[NFKB_fi]	0	150
[CASP8i]-[BAXi]	0	150
[CASP8i]-[BCL2i]	0	150
[CASP8i]-[BADi]	0	150
[CASP8i]-[CYCSi]	0	150
[CASP8i]-[CFLARi]	0	150
[CASP8i]-[ITCHi]	0	150
[CASP8i]-[JNK_fi]	0	150
[CASP8i]-[SFRP1i]	0	150
[CASP8i]-[SFRP1_gi]	0	150
[CASP8i]-[DKK_fi]	0	150
[CASP8i]-[DKK_gi]	0	150
[CASP8i]-[AXIN1i]	0	150
[CASP8i]-[CK1_fi]	0	150
[CASP8i]-[CHUKi]	0	114
[CASP8i]-[BTRCi]	0	150
[CASP8i]-[CTNNB1i]	0	89
[CASP8i]-[LEFi]	0	134
[CASP8i]-[Antisurvivali]	0	150
[CASP8i]-[Prosurvivali]	0	150
[CASP9i]-[AKT_fi]	0	122
[CASP9i]-[NLKi]	0	150
[CASP9i]-[CCND1i]	0	150
[CASP9i]-[MYCi]	0	90
[CASP9i]-[TCF7_fi]	0	85
[CASP9i]-[RSK_fi]	0	150
[CASP9i]-[mTORC2_ci]	0	150
[CASP9i]-[DVL_fi]	0	97
[CASP9i]-[TSC_fi]	0	150
[CASP9i]-[S6K_fi]	0	150
[CASP9i]-[FZD_fi]	0	97
[CASP9i]-[RAC_fi]	0	97
[CASP9i]-[MAP3K4i]	0	150
[CASP9i]-[MAP3K11i]	0	150
[CASP9i]-[MAP3K7i]	0	135
[CASP9i]-[GRAP2i]	0	150
[CASP9i]-[TAB_fi]	0	135
[CASP9i]-[MAPK14i]	0	143
[CASP9i]-[MAP2K7i]	0	150
[CASP9i]-[MAP2K4i]	0	97
[CASP9i]-[DUSP1i]	0	127
[CASP9i]-[MSK_fi]	0	53
[CASP9i]-[MAP2K3i]	0	150
[CASP9i]-[MAP3K5i]	0	150
[CASP9i]-[PDPK1i]	0	82
[CASP9i]-[ERK_fi]	0	53
[CASP9i]-[MMP_fi]	0	134
[CASP9i]-[RTPK_gi]	0	150
[CASP9i]-[MEK_fi]	0	53
[CASP9i]-[RAF_fi]	0	136
[CASP9i]-[MAP3K8i]	0	111
[CASP9i]-[RTPK_fi]	0	134
[CASP9i]-[PTENi]	0	150
[CASP9i]-[PTEN_gi]	0	150
[CASP9i]-[GSK3_fi]	0	150
[CASP9i]-[SHC1i]	0	111
[CASP9i]-[GRB2i]	0	111
[CASP9i]-[DUSP6i]	0	126
[CASP9i]-[SOS1i]	0	139
[CASP9i]-[PTPN11i]	0	149
[CASP9i]-[GAB_fi]	0	144
[CASP9i]-[KRASi]	0	131
[CASP9i]-[RHEBi]	0	150
[CASP9i]-[IKBKBi]	0	111
[CASP9i]-[mTORC1_ci]	0	123
[CASP9i]-[AKT1S1i]	0	150
[CASP9i]-[PIK3CAi]	0	117
[CASP9i]-[IRS1i]	0	150
[CASP9i]-[TP53i]	0	150
[CASP9i]-[EGR1i]	0	150
[CASP9i]-[LRP_fi]	0	126
[CASP9i]-[MDM2i]	0	143
[CASP9i]-[MDM2_gi]	0	150
[CASP9i]-[NFKB_fi]	0	150
[CASP9i]-[BAXi]	0	150
[CASP9i]-[BCL2i]	0	150
[CASP9i]-[BADi]	0	150
[CASP9i]-[CYCSi]	0	150
[CASP9i]-[CFLARi]	0	150
[CASP9i]-[ITCHi]	0	150
[CASP9i]-[JNK_fi]	0	150
[CASP9i]-[SFRP1i]	0	150
[CASP9i]-[SFRP1_gi]	0	150
[CASP9i]-[DKK_fi]	0	150
[CASP9i]-[DKK_gi]	0	150
[CASP9i]-[AXIN1i]	0	150
[CASP9i]-[CK1_fi]	0	150
[CASP9i]-[CHUKi]	0	114
[CASP9i]-[BTRCi]	0	150
[CASP9i]-[CTNNB1i]	0	89
[CASP9i]-[LEFi]	0	134
[CASP9i]-[Antisurvivali]	0	150
[CASP9i]-[Prosurvivali]	0	150
[AKT_fi]-[NLKi]	77	45
[AKT_fi]-[CCND1i]	0	122
[AKT_fi]-[MYCi]	17	47
[AKT_fi]-[TCF7_fi]	2	83
[AKT_fi]-[RSK_fi]	98	23
[AKT_fi]-[mTORC2_ci]	0	122
[AKT_fi]-[DVL_fi]	0	97
[AKT_fi]-[TSC_fi]	0	122
[AKT_fi]-[S6K_fi]	0	122
[AKT_fi]-[FZD_fi]	0	97
[AKT_fi]-[RAC_fi]	0	97
[AKT_fi]-[MAP3K4i]	0	122
[AKT_fi]-[MAP3K11i]	0	122
[AKT_fi]-[MAP3K7i]	66	41
[AKT_fi]-[GRAP2i]	0	122
[AKT_fi]-[TAB_fi]	66	41
[AKT_fi]-[MAPK14i]	4	115
[AKT_fi]-[MAP2K7i]	0	122
[AKT_fi]-[MAP2K4i]	0	97
[AKT_fi]-[DUSP1i]	65	34
[AKT_fi]-[MSK_fi]	0	15
[AKT_fi]-[MAP2K3i]	0	120
[AKT_fi]-[MAP3K5i]	0	120
[AKT_fi]-[PDPK1i]	0	82
[AKT_fi]-[ERK_fi]	0	25
[AKT_fi]-[MMP_fi]	0	109
[AKT_fi]-[RTPK_gi]	0	120
[AKT_fi]-[MEK_fi]	0	19
[AKT_fi]-[RAF_fi]	0	114
[AKT_fi]-[MAP3K8i]	0	69
[AKT_fi]-[RTPK_fi]	0	108
[AKT_fi]-[PTENi]	0	122
[AKT_fi]-[PTEN_gi]	0	122
[AKT_fi]-[GSK3_fi]	0	122
[AKT_fi]-[SHC1i]	0	92
[AKT_fi]-[GRB2i]	0	92
[AKT_fi]-[DUSP6i]	0	117
[AKT_fi]-[SOS1i]	1	113
[AKT_fi]-[PTPN11i]	0	121
[AKT_fi]-[GAB_fi]	0	116
[AKT_fi]-[KRASi]	1	108
[AKT_fi]-[RHEBi]	0	121
[AKT_fi]-[IKBKBi]	0	69
[AKT_fi]-[mTORC1_ci]	0	117
[AKT_fi]-[AKT1S1i]	0	122
[AKT_fi]-[PIK3CAi]	1	99
[AKT_fi]-[IRS1i]	0	122
[AKT_fi]-[TP53i]	0	122
[AKT_fi]-[EGR1i]	0	122
[AKT_fi]-[LRP_fi]	85	19
[AKT_fi]-[MDM2i]	16	99
[AKT_fi]-[MDM2_gi]	20	97
[AKT_fi]-[NFKB_fi]	0	88
[AKT_fi]-[BAXi]	0	122
[AKT_fi]-[BCL2i]	40	82
[AKT_fi]-[BADi]	0	122
[AKT_fi]-[CYCSi]	0	122
[AKT_fi]-[CFLARi]	17	105
[AKT_fi]-[ITCHi]	0	122
[AKT_fi]-[JNK_fi]	0	122
[AKT_fi]-[SFRP1i]	0	122
[AKT_fi]-[SFRP1_gi]	0	122
[AKT_fi]-[DKK_fi]	0	122
[AKT_fi]-[DKK_gi]	0	122
[AKT_fi]-[AXIN1i]	0	122
[AKT_fi]-[CK1_fi]	0	122
[AKT_fi]-[CHUKi]	0	98
[AKT_fi]-[BTRCi]	0	122
[AKT_fi]-[CTNNB1i]	0	78
[AKT_fi]-[LEFi]	0	109
[AKT_fi]-[Antisurvivali]	0	122
[AKT_fi]-[Prosurvivali]	0	122
[NLKi]-[CCND1i]	0	150
[NLKi]-[MYCi]	0	90
[NLKi]-[TCF7_fi]	54	31
[NLKi]-[RSK_fi]	0	150
[NLKi]-[mTORC2_ci]	0	150
[NLKi]-[DVL_fi]	0	97
[NLKi]-[TSC_fi]	0	150
[NLKi]-[S6K_fi]	0	150
[NLKi]-[FZD_fi]	0	97
[NLKi]-[RAC_fi]	0	97
[NLKi]-[MAP3K4i]	0	150
[NLKi]-[MAP3K11i]	0	150
[NLKi]-[MAP3K7i]	0	135
[NLKi]-[GRAP2i]	0	150
[NLKi]-[TAB_fi]	0	135
[NLKi]-[MAPK14i]	0	143
[NLKi]-[MAP2K7i]	0	150
[NLKi]-[MAP2K4i]	0	97
[NLKi]-[DUSP1i]	0	127
[NLKi]-[MSK_fi]	0	53
[NLKi]-[MAP2K3i]	0	150
[NLKi]-[MAP3K5i]	0	150
[NLKi]-[PDPK1i]	62	20
[NLKi]-[ERK_fi]	0	53
[NLKi]-[MMP_fi]	0	125
[NLKi]-[RTPK_gi]	0	150
[NLKi]-[MEK_fi]	0	53
[NLKi]-[RAF_fi]	0	136
[NLKi]-[MAP3K8i]	0	111
[NLKi]-[RTPK_fi]	9	125
[NLKi]-[PTENi]	0	150
[NLKi]-[PTEN_gi]	0	150
[NLKi]-[GSK3_fi]	0	150
[NLKi]-[SHC1i]	41	70
[NLKi]-[GRB2i]	41	70
[NLKi]-[DUSP6i]	0	126
[NLKi]-[SOS1i]	13	126
[NLKi]-[PTPN11i]	0	149
[NLKi]-[GAB_fi]	13	131
[NLKi]-[KRASi]	13	118
[NLKi]-[RHEBi]	0	150
[NLKi]-[IKBKBi]	0	111
[NLKi]-[mTORC1_ci]	0	123
[NLKi]-[AKT1S1i]	0	150
[NLKi]-[PIK3CAi]	41	76
[NLKi]-[IRS1i]	0	150
[NLKi]-[TP53i]	0	150
[NLKi]-[EGR1i]	0	150
[NLKi]-[LRP_fi]	0	126
[NLKi]-[MDM2i]	0	143
[NLKi]-[MDM2_gi]	0	150
[NLKi]-[NFKB_fi]	0	150
[NLKi]-[BAXi]	0	150
[NLKi]-[BCL2i]	0	150
[NLKi]-[BADi]	0	150
[NLKi]-[CYCSi]	0	150
[NLKi]-[CFLARi]	0	150
[NLKi]-[ITCHi]	0	150
[NLKi]-[JNK_fi]	0	150
[NLKi]-[SFRP1i]	0	150
[NLKi]-[SFRP1_gi]	0	150
[NLKi]-[DKK_fi]	0	150
[NLKi]-[DKK_gi]	0	150
[NLKi]-[AXIN1i]	0	150
[NLKi]-[CK1_fi]	0	150
[NLKi]-[CHUKi]	0	114
[NLKi]-[BTRCi]	0	150
[NLKi]-[CTNNB1i]	0	80
[NLKi]-[LEFi]	0	125
[NLKi]-[Antisurvivali]	0	150
[NLKi]-[Prosurvivali]	0	150
[CCND1i]-[MYCi]	0	90
[CCND1i]-[TCF7_fi]	0	85
[CCND1i]-[RSK_fi]	0	150
[CCND1i]-[mTORC2_ci]	0	150
[CCND1i]-[DVL_fi]	0	97
[CCND1i]-[TSC_fi]	0	150
[CCND1i]-[S6K_fi]	0	150
[CCND1i]-[FZD_fi]	0	97
[CCND1i]-[RAC_fi]	0	97
[CCND1i]-[MAP3K4i]	0	150
[CCND1i]-[MAP3K11i]	0	150
[CCND1i]-[MAP3K7i]	0	135
[CCND1i]-[GRAP2i]	0	150
[CCND1i]-[TAB_fi]	0	135
[CCND1i]-[MAPK14i]	0	143
[CCND1i]-[MAP2K7i]	0	150
[CCND1i]-[MAP2K4i]	0	97
[CCND1i]-[DUSP1i]	0	127
[CCND1i]-[MSK_fi]	0	53
[CCND1i]-[MAP2K3i]	0	150
[CCND1i]-[MAP3K5i]	0	150
[CCND1i]-[PDPK1i]	0	82
[CCND1i]-[ERK_fi]	0	53
[CCND1i]-[MMP_fi]	0	134
[CCND1i]-[RTPK_gi]	0	150
[CCND1i]-[MEK_fi]	0	53
[CCND1i]-[RAF_fi]	0	136
[CCND1i]-[MAP3K8i]	0	111
[CCND1i]-[RTPK_fi]	0	134
[CCND1i]-[PTENi]	0	150
[CCND1i]-[PTEN_gi]	0	150
[CCND1i]-[GSK3_fi]	0	150
[CCND1i]-[SHC1i]	0	111
[CCND1i]-[GRB2i]	0	111
[CCND1i]-[DUSP6i]	0	126
[CCND1i]-[SOS1i]	0	139
[CCND1i]-[PTPN11i]	0	149
[CCND1i]-[GAB_fi]	0	144
[CCND1i]-[KRASi]	0	131
[CCND1i]-[RHEBi]	0	150
[CCND1i]-[IKBKBi]	0	111
[CCND1i]-[mTORC1_ci]	0	123
[CCND1i]-[AKT1S1i]	0	150
[CCND1i]-[PIK3CAi]	0	117
[CCND1i]-[IRS1i]	0	150
[CCND1i]-[TP53i]	0	150
[CCND1i]-[EGR1i]	0	150
[CCND1i]-[LRP_fi]	0	126
[CCND1i]-[MDM2i]	0	143
[CCND1i]-[MDM2_gi]	0	150
[CCND1i]-[NFKB_fi]	0	150
[CCND1i]-[BAXi]	0	150
[CCND1i]-[BCL2i]	0	150
[CCND1i]-[BADi]	0	150
[CCND1i]-[CYCSi]	0	150
[CCND1i]-[CFLARi]	0	150
[CCND1i]-[ITCHi]	0	150
[CCND1i]-[JNK_fi]	0	150
[CCND1i]-[SFRP1i]	0	150
[CCND1i]-[SFRP1_gi]	0	150
[CCND1i]-[DKK_fi]	0	150
[CCND1i]-[DKK_gi]	0	150
[CCND1i]-[AXIN1i]	0	150
[CCND1i]-[CK1_fi]	0	150
[CCND1i]-[CHUKi]	0	114
[CCND1i]-[BTRCi]	0	150
[CCND1i]-[CTNNB1i]	0	89
[CCND1i]-[LEFi]	0	134
[CCND1i]-[Antisurvivali]	0	150
[CCND1i]-[Prosurvivali]	0	150
[MYCi]-[TCF7_fi]	0	67
[MYCi]-[RSK_fi]	90	0
[MYCi]-[mTORC2_ci]	13	77
[MYCi]-[DVL_fi]	0	90
[MYCi]-[TSC_fi]	0	90
[MYCi]-[S6K_fi]	0	90
[MYCi]-[FZD_fi]	0	90
[MYCi]-[RAC_fi]	0	90
[MYCi]-[MAP3K4i]	0	90
[MYCi]-[MAP3K11i]	0	90
[MYCi]-[MAP3K7i]	0	75
[MYCi]-[GRAP2i]	0	90
[MYCi]-[TAB_fi]	0	75
[MYCi]-[MAPK14i]	0	90
[MYCi]-[MAP2K7i]	0	90
[MYCi]-[MAP2K4i]	0	90
[MYCi]-[DUSP1i]	0	0
[MYCi]-[MSK_fi]	0	0
[MYCi]-[MAP2K3i]	0	90
[MYCi]-[MAP3K5i]	0	90
[MYCi]-[PDPK1i]	13	28
[MYCi]-[ERK_fi]	0	0
[MYCi]-[MMP_fi]	3	78
[MYCi]-[RTPK_gi]	0	90
[MYCi]-[MEK_fi]	0	0
[MYCi]-[RAF_fi]	0	90
[MYCi]-[MAP3K8i]	0	56
[MYCi]-[RTPK_fi]	3	78
[MYCi]-[PTENi]	0	90
[MYCi]-[PTEN_gi]	0	90
[MYCi]-[GSK3_fi]	0	90
[MYCi]-[SHC1i]	12	46
[MYCi]-[GRB2i]	12	46
[MYCi]-[DUSP6i]	0	90
[MYCi]-[SOS1i]	0	79
[MYCi]-[PTPN11i]	0	90
[MYCi]-[GAB_fi]	6	77
[MYCi]-[KRASi]	0	79
[MYCi]-[RHEBi]	0	90
[MYCi]-[IKBKBi]	0	56
[MYCi]-[mTORC1_ci]	0	90
[MYCi]-[AKT1S1i]	13	77
[MYCi]-[PIK3CAi]	12	46
[MYCi]-[IRS1i]	0	90
[MYCi]-[TP53i]	0	90
[MYCi]-[EGR1i]	0	90
[MYCi]-[LRP_fi]	62	22
[MYCi]-[MDM2i]	5	81
[MYCi]-[MDM2_gi]	0	90
[MYCi]-[NFKB_fi]	0	90
[MYCi]-[BAXi]	0	90
[MYCi]-[BCL2i]	50	40
[MYCi]-[BADi]	0	90
[MYCi]-[CYCSi]	0	90
[MYCi]-[CFLARi]	90	0
[MYCi]-[ITCHi]	0	90
[MYCi]-[JNK_fi]	0	90
[MYCi]-[SFRP1i]	0	90
[MYCi]-[SFRP1_gi]	0	90
[MYCi]-[DKK_fi]	0	90
[MYCi]-[DKK_gi]	0	90
[MYCi]-[AXIN1i]	0	90
[MYCi]-[CK1_fi]	0	90
[MYCi]-[CHUKi]	0	51
[MYCi]-[BTRCi]	0	90
[MYCi]-[CTNNB1i]	0	62
[MYCi]-[LEFi]	3	78
[MYCi]-[Antisurvivali]	0	90
[MYCi]-[Prosurvivali]	0	90
[TCF7_fi]-[RSK_fi]	81	4
[TCF7_fi]-[mTORC2_ci]	2	83
[TCF7_fi]-[DVL_fi]	0	71
[TCF7_fi]-[TSC_fi]	0	85
[TCF7_fi]-[S6K_fi]	0	84
[TCF7_fi]-[FZD_fi]	0	71
[TCF7_fi]-[RAC_fi]	0	71
[TCF7_fi]-[MAP3K4i]	0	85
[TCF7_fi]-[MAP3K11i]	0	85
[TCF7_fi]-[MAP3K7i]	33	28
[TCF7_fi]-[GRAP2i]	0	85
[TCF7_fi]-[TAB_fi]	33	28
[TCF7_fi]-[MAPK14i]	0	85
[TCF7_fi]-[MAP2K7i]	0	85
[TCF7_fi]-[MAP2K4i]	0	71
[TCF7_fi]-[DUSP1i]	27	14
[TCF7_fi]-[MSK_fi]	0	12
[TCF7_fi]-[MAP2K3i]	0	71
[TCF7_fi]-[MAP3K5i]	0	71
[TCF7_fi]-[PDPK1i]	0	76
[TCF7_fi]-[ERK_fi]	3	4
[TCF7_fi]-[MMP_fi]	0	76
[TCF7_fi]-[RTPK_gi]	0	85
[TCF7_fi]-[MEK_fi]	3	4
[TCF7_fi]-[RAF_fi]	0	84
[TCF7_fi]-[MAP3K8i]	0	26
[TCF7_fi]-[RTPK_fi]	0	75
[TCF7_fi]-[PTENi]	0	71
[TCF7_fi]-[PTEN_gi]	0	71
[TCF7_fi]-[GSK3_fi]	0	85
[TCF7_fi]-[SHC1i]	0	75
[TCF7_fi]-[GRB2i]	0	75
[TCF7_fi]-[DUSP6i]	0	82
[TCF7_fi]-[SOS1i]	0	82
[TCF7_fi]-[PTPN11i]	0	85
[TCF7_fi]-[GAB_fi]	0	83
[TCF7_fi]-[KRASi]	0	81
[TCF7_fi]-[RHEBi]	0	81
[TCF7_fi]-[IKBKBi]	0	25
[TCF7_fi]-[mTORC1_ci]	0	81
[TCF7_fi]-[AKT1S1i]	2	83
[TCF7_fi]-[PIK3CAi]	0	76
[TCF7_fi]-[IRS1i]	0	85
[TCF7_fi]-[TP53i]	0	85
[TCF7_fi]-[EGR1i]	0	71
[TCF7_fi]-[LRP_fi]	0	80
[TCF7_fi]-[MDM2i]	6	66
[TCF7_fi]-[MDM2_gi]	4	69
[TCF7_fi]-[NFKB_fi]	0	65
[TCF7_fi]-[BAXi]	0	85
[TCF7_fi]-[BCL2i]	42	43
[TCF7_fi]-[BADi]	0	85
[TCF7_fi]-[CYCSi]	0	85
[TCF7_fi]-[CFLARi]	53	32
[TCF7_fi]-[ITCHi]	0	85
[TCF7_fi]-[JNK_fi]	0	85
[TCF7_fi]-[SFRP1i]	0	85
[TCF7_fi]-[SFRP1_gi]	0	85
[TCF7_fi]-[DKK_fi]	0	85
[TCF7_fi]-[DKK_gi]	0	85
[TCF7_fi]-[AXIN1i]	0	85
[TCF7_fi]-[CK1_fi]	0	85
[TCF7_fi]-[CHUKi]	0	80
[TCF7_fi]-[BTRCi]	0	85
[TCF7_fi]-[CTNNB1i]	0	76
[TCF7_fi]-[LEFi]	0	76
[TCF7_fi]-[Antisurvivali]	0	85
[TCF7_fi]-[Prosurvivali]	0	85
[RSK_fi]-[mTORC2_ci]	21	129
[RSK_fi]-[DVL_fi]	0	97
[RSK_fi]-[TSC_fi]	1	149
[RSK_fi]-[S6K_fi]	0	150
[RSK_fi]-[FZD_fi]	0	97
[RSK_fi]-[RAC_fi]	0	97
[RSK_fi]-[MAP3K4i]	0	150
